smiles,PCBA-1030,PCBA-1458,PCBA-1460,PCBA-2546,PCBA-2551,PCBA-485297,PCBA-485313,PCBA-485364,PCBA-504332,PCBA-504333,PCBA-504339,PCBA-504444,PCBA-504467,PCBA-588342,PCBA-624296,PCBA-624297,PCBA-624417,PCBA-651965,PCBA-652104,PCBA-686970,PCBA-686978,PCBA-686979,PCBA-720504
Cc1ccc(NC(=O)c2cn(CCC#N)nc2-c2ccc3c(c2)OCCO3)c([N+](=O)[O-])c1,,,,,,,,,,,,,1.0,,,,,1.0,,,,,
Cc1ccc(Nc2nc(N)nc(-c3oc4ccccc4c3C)n2)cc1,,1.0,0.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,
Cc1oc(-c2ccccc2F)nc1CS(=O)(=O)CC(=O)N1CCOCC1,,,,,,,,1.0,,,,,,0.0,,,,,,,0.0,0.0,
O=C(C(=O)N(Cc1ccccc1)Cc1ccccc1)c1c(-c2ccccc2)[nH]c2ccccc12,,,,,,,,,,,,,,,,1.0,,,,,1.0,,
CCOc1cc(CNc2ncc(-c3ccc(OC)cc3)n2C)ccc1O,,,,,,,,,1.0,1.0,1.0,0.0,,0.0,,,,,0.0,,,,
c1cncc(-c2noc(-c3cccc4ccccc34)n2)c1,,,,,,,,,,,,,,,,,,1.0,,,,,
N#Cc1c(Oc2ccc3ccccc3c2)sc(C(=O)c2ccccc2)c1N,,,,,,,,,,,,,1.0,,,,,,,,,,
Cc1occc1C(=O)N/N=C/c1cccnc1,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,,0.0,,,
O=S(=O)(c1ccccc1)N1CCN(C(=S)Nc2ccc(F)cc2)CC1,,,,,,,,,,,,,,,,,,1.0,0.0,,,0.0,
CN(C)C(=O)c1cc(C(=O)c2ccccc2C(F)(F)F)c[nH]1,,,,,,,,,,,,,1.0,,,,,,,0.0,,,1.0
Cc1cccc(C)c1NC(=O)c1ccc([N+](=O)[O-])o1,,,,,,,,,,,,,,,1.0,,,,,,,,
O=C(CCOc1ccccc1)N(Cc1cccnc1)c1nc2ccc(F)cc2s1,,,,,,,,1.0,,,,,,,,,0.0,,,,,,
Cc1cccc(Oc2c(C=O)c3ccccc3n2C)c1,,,,,,,,,,,,,,,,,,,1.0,,,,
COc1ccc(/C=C/C(=O)NC(=S)Nc2ccc(N3CCN(C(C)=O)CC3)cc2)cc1,,,,,,,,,,,,,,,,,,0.0,,,,,
O=C(CCSCCc1ccccn1)Nc1cccc([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,,,0.0,,,
O=S(=O)(/C(=C\c1ccc(C(F)(F)F)cc1)c1nc2ccccc2[nH]1)c1ccccc1,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,
O=C(NC(NC(=S)Nc1ccccc1Cl)C(Cl)(Cl)Cl)c1cccc(Cl)c1,,,,,,,,,,,,,,,,,1.0,,,,,,
Cc1ccccc1C(=O)Nc1nnc(-c2ccco2)o1,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,
Cc1ccc(C(C)C)cc1OCCCCN1CCCC1,,,,,,,,,,,,,,,,,,,,,1.0,,
CCOC(=O)c1cnc2c(Cl)cc(Cl)cc2c1NCCCN1CCOCC1,,,,,,,,1.0,0.0,,,0.0,,,,,,,,,,,1.0
Cc1ccc[n+](/C(C=C(C#N)C#N)=C(\[O-])c2ccc(Cl)cc2)c1,,,,,1.0,,,0.0,,,,,,,,,0.0,,,,,,
COc1cc(/C=C\C(=O)OCn2nnc3ccccc3c2=O)cc(OC)c1OC,,,,,,,,,,,,,,,,,,,1.0,,,,
CS(=O)(=O)c1nc(-c2ccco2)cc(C(F)(F)F)n1,,,,1.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,
COC(=O)c1ccc(-n2nnnc2SCc2ccccc2OC)cc1,1.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,
CC(C)c1ccc(Nc2n[nH]c(=S)s2)cc1,,,,,,,,,,,,,,,,,,,1.0,,,,
COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,,,,,,,,,,,,1.0,,,,,,,,1.0,,,
CC(=O)c1cccc(NC(=S)N2CCN(S(C)(=O)=O)CC2)c1,,,,,,,,,1.0,,0.0,,,,,,,0.0,,,0.0,,
C=CCNc1nc(N2CCCCC2)c(C#N)c2c1CN(Cc1ccccc1)CC2,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
O=C(CNC(=O)C1CCCCC1)OCC(=O)c1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,,,,,,,,,,1.0,
Cc1ccc(S(=O)(=O)n2c(=O)oc3ccccc32)cc1,,,,,,,,,,,,,,,,,,,1.0,,,,
Nc1ccccc1Oc1ncc(C(F)(F)F)cc1Cl,,0.0,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,
COc1ccc(C2C=C(c3ccc(C)cc3)N=C3N=CNN32)cc1,,,,,,,,1.0,,,,,,,,,,,,,,,
COc1cccc(OC)c1C(=O)N1CCN(Cc2ccccc2C(F)(F)F)CC1,,,,,,,,,,,,,,,,,,1.0,,,,,
O=C(NC(=S)N1CCN(c2nc(-c3ccccc3)cs2)CC1)c1cncc(Br)c1,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,
COc1cccc(NC(=O)Nc2ccc3nc(N4CCN(C)CC4)cc(C)c3c2)c1,,,,,,,,,,,,,,1.0,,,,,,,,,
NC(=O)C1CCN(Cc2ccc(OCc3ccccc3)cc2)CC1,,,,,,,1.0,0.0,1.0,1.0,1.0,,,,,,,0.0,,,,,
CC(=O)Nc1cccc(-c2csc(Nc3ccc(C)cn3)n2)c1,,1.0,,,0.0,1.0,1.0,0.0,,,,,,1.0,0.0,,,0.0,,,,,
CCOC(=O)C1CCCN(C(=S)NC(=O)c2cc(Br)ccc2Cl)C1,,,,,,,,,,,,,,,,1.0,,,,,0.0,,
C=CCNC(=S)N/N=C/c1cn(-c2ccccc2)nc1-c1ccc(OC)cc1,,,,1.0,1.0,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,
CCC(C)C(=O)Nc1nccs1,,,,1.0,1.0,,0.0,,,,,,,,0.0,1.0,,,,,,,
CN(C)c1ccnc(C(=O)O)c1,,,,,,,,,,1.0,1.0,,,,0.0,,,,,,,,
Clc1ccc(CCNCc2ccncc2)c(Cl)c1,,,,,,,,1.0,1.0,1.0,1.0,,0.0,,,,,,,,,,
Cc1ccc(-c2nnn(CC(=O)NC3CCN(Cc4ccccc4)CC3)n2)cc1,,,,,,,,,,,,,,,,,,,,,0.0,,
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12,,,,,,,,,,,,,,,,,,,,,,1.0,
O=C(Nc1ccccn1)c1ccc2ccccc2c1O,,,,,,1.0,1.0,0.0,1.0,,0.0,,,,,,0.0,,,,,,
CCOc1nc(-c2ccc(C)cc2)ccc1-c1noc(COC)n1,,,,,,,,,,,,,,,,,,1.0,,,,,
CCCCN(C)CC(O)Cn1cc(/C=C/C(=O)c2ccc(OCC)cc2)c2ccccc21,,,1.0,,,,0.0,,,,1.0,,,1.0,,,,,,,,,
Cc1ccc(C(=O)O)cc1NC(=S)NC(=O)C(c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,,,0.0,,,,,
Fc1ccc(C2CC(c3ccco3)=NN2c2ccccc2)cc1,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,
COc1ccc(NC(=O)CSc2ncccc2C(=O)OC(C)C)cc1OC,,,,,,,,,,,,1.0,,,,,,0.0,,,1.0,,
CCCCCCn1c(=O)n2n(c1=O)[C@@H]1CN(S(=O)(=O)c3ccc(C)cc3)C[C@]1(O)[C@@H](OC(=O)NCc1ccccc1)C2,,,,,,,,,,,,,,,,,1.0,,,,,,
CCn1ncc2c(OCc3ccc(C#N)cc3)cc(C)nc21,,,,,,,,,,,,,1.0,,,0.0,,,,,,,
CC(C)CN1C(=O)c2ccc(C(=O)Nc3ccccc3C(=O)O)cc2C1=O,,,,,,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,1.0
CN(N/C=C1/C=CC(=O)C(O)=C1)c1nc(-c2ccccc2)cc(-c2ccccc2)n1,,,,1.0,1.0,,0.0,,,1.0,,0.0,1.0,,,1.0,,0.0,,,,,0.0
Cc1nonc1NC(=O)CSc1nnc(-c2ccoc2C)n1C,,,,,,,,,,,,,,,,,,,,,,0.0,
O=C(CNCc1cccs1)NC12CC3CC(CC(C3)C1)C2,,,,,,,,,,1.0,1.0,,,,0.0,,0.0,,0.0,,,0.0,
Cc1ccccc1NC(=O)c1nc(S(C)(=O)=O)ncc1N(Cc1ccco1)Cc1sccc1C,,,,,,,,,,,,,,,,,,,,,,1.0,
O=C1C=CC(=C(S)N2CCCC2)C=C1,,,,,,,,,,,,,,,,,,,,,,,1.0
N=c1c(C(=O)NCCc2ccccc2)cc2c(=O)n3ccccc3nc2n1CCCN1CCOCC1,,,,,,,,,,,,,,,,1.0,,,,,,,0.0
Cc1cc(Cl)ccc1NC(=O)Cn1nnc2sc(-c3ccccc3)cc2c1=O,,,,,,,,,,,,,,,,,,,0.0,,,,
Cc1ccc(P(=O)(c2ccc(C)cc2)[C@@H](NC(c2ccccc2)c2ccccc2)c2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,1.0,,,
COc1ccccc1Oc1ccc(N/C=C/C(=O)c2ccco2)cc1,0.0,1.0,,,,1.0,1.0,,,,0.0,,,,,,,,,0.0,,,
COc1cc(NCCCCCCCN)c2ncccc2c1.O=C(O)CCC(=O)O,1.0,0.0,0.0,,1.0,,,,,,,0.0,,,,,,,,,,,
CN(CC(=O)NCc1ccccn1)S(=O)(=O)c1ccc(F)cc1,,,,,,,,,,,,,,,,,0.0,,,,,,
O=C(CSc1nc2ccccc2c(=O)n1Cc1ccc(C(=O)NC2CC2)cc1)NCc1ccco1,,,,,,,,,,,,,,,,0.0,,,,,,,
C/C(=N/NC(=O)c1cccs1)c1cccs1,,,,,,1.0,,0.0,,,,,,,0.0,,,,,,,,
O=C(CCc1nnc2ccc(NCc3ccccc3)nn12)NC1CCCCC1,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1cc(C2c3cc4c(cc3OC(NNC(N)=O)C2C)OCO4)cc(OC)c1OC,,,,,,,,,,,,,,,,1.0,,,,1.0,,,
CN(C)C(=O)NC(Nc1cccc([N+](=O)[O-])c1)C(Cl)(Cl)Cl,,,,,,,,1.0,,,,,,,,,,,,,,,
Cn1nc(-c2ccc(N3CCOCC3)c(NS(=O)(=O)c3ccc(Cl)cc3)c2)c2ccccc2c1=O,,,,,1.0,,,,,,,,,,,,,,,,,,
CC(=O)Nc1cccc(-c2ccnc3c2CC(C)(C(=O)NCc2ccco2)O3)c1,,,,,,,,,,,,,,,,,,,,,1.0,,
COc1ccccc1N(CC(=O)NCCSc1ccccc1)S(C)(=O)=O,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,
CCc1c(-c2ccccc2OC)ncn1Cc1cccc(-c2ccccc2)c1,,,,,,,,,,,,,,,,,,,,1.0,,,
CCN(CC)CCNC(=O)Cn1nc(-c2ccc(C)cc2)ccc1=O,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,
Cc1ccnc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])n1,,,,,,,,,,,,,,,,1.0,,,1.0,,,,
COc1ccc(NC(=O)N(Cc2cc3ccc(OC)cc3[nH]c2=O)CC2CCCO2)cc1,,,,,,,,,,,,,1.0,,,,,,,,,,
CCCCNc1cc(=O)oc2ccccc12,,,,,,,,,,,0.0,,,,0.0,,,,,0.0,,,0.0
Cc1ccccc1-n1c(-c2ccncc2)n[nH]c1=S,,,,,,,,,,,1.0,,,,,,,,0.0,,,,
O=[N+]([O-])c1ccc(S(=O)(=O)NN=Cc2ccc(Cl)c(Cl)c2)cc1,,,,,,,,,,,,,,,,,,,,,,,1.0
CCOC1=C/C(=C/NNC(=O)c2cc(C)n(-c3ccc(F)cc3)c2C)C=CC1=O,,,,,,,,1.0,,,,0.0,,,,,,,,,1.0,,
Clc1ccc(CCNc2ncnc3nc[nH]c23)cc1,,,,1.0,,,,,,,0.0,,,,,,0.0,,,,,,0.0
Cc1csc(NC(=O)c2ccc[nH]c2=O)n1,,,,,,,1.0,,,0.0,,,,,,,,,,,,,
C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NC(=O)Cc3cn(C)c4ccccc34)ccc2O[C@@H]1CN(C)S(=O)(=O)c1cn(C)cn1,,,,,,,,,,,,,,,,1.0,,,0.0,,,,
Cn1nnc(NC(=S)NC(=O)c2ccco2)n1,,,,,,,,,,,,,,,0.0,,,,,,,,
O=C(/C=C/c1ccco1)Nc1ccc(CN2CCOCC2)cc1,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
COc1ccc(/C=C/S(=O)(=O)NCc2ccccc2)cc1OC,,,,,,,,,,0.0,,,,,,,,,,,,,
O=C(NCC(c1ccco1)N1CCOCC1)c1ccc([N+](=O)[O-])cc1,,,,,,,,1.0,,,,,,,,,,,,,,,
COc1ccc(Nc2nnc(-c3ccc(N4CCOCC4)c([N+](=O)[O-])c3)c3ccccc23)cc1,,,,,,,,,,,,,,,,,,,,,,1.0,
O=C(O)c1ccc(CSc2nc3cccnc3n2Cc2cccc(F)c2)cc1,,,,,,,,,,,,,,,,,,1.0,,,,,
Cc1cc(C)c2c(=O)n(CC(=O)N3CCC(Cc4ccccc4)CC3)sc2n1,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
CCOC(=O)/C=C/C(=O)Nc1cccc([N+](=O)[O-])c1,0.0,,,,0.0,,,1.0,,,,,,,1.0,,,,,,,,1.0
O=C(NNc1ccccc1[N+](=O)[O-])Nc1ccc(Cl)c(Cl)c1,,,1.0,,,,0.0,,,,0.0,,0.0,0.0,,,,,,1.0,,,
Cc1[nH]nc(N)c1-c1ccc(Cl)cc1,,,,,,,,,,,,,,,0.0,,,,,,,,
COc1cc([N+](=O)[O-])ccc1-c1ccc(/C=N/NC(=O)c2ccccc2O)o1,,,1.0,1.0,1.0,,,0.0,,,,,1.0,,,,,,,,,,
O=C(Cn1ncc2ccsc2c1=O)N1CCN(c2ccc(F)cc2)CC1,,0.0,,,,,,,,,,,,,,,,,,,,,
C=C(C)CCOC(=O)C(CC(=O)O)NCc1ccco1,,,0.0,0.0,0.0,,,,1.0,1.0,1.0,,,,,0.0,,,,,,,
CCc1ccc(/C=C2/Sc3ccccc3N(CC(=O)NCCCN3CCOCC3)C2=O)cc1,,,,,,,,,,,,,,,,,1.0,,,,1.0,,
CN(C)CC1CSCCC1(O)c1ccc(Cl)cc1,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,
Cc1ccc2nc(NC(=O)c3ccc(N4C(=O)CCC4=O)cc3)sc2c1,,,,,,,,,1.0,,,,,,,,,,,,0.0,,
N#Cc1c2n(c3c(=O)n(Cc4ccc(Cl)cc4)cnc13)CCCCC2,,,,,,,,,,,,,,,,,,,1.0,,,,0.0
CCCc1ccc2oc(C(=O)N3CCC[C@H]3CO)c(C)c2c1,,,,,,,1.0,0.0,,,,,,,,,,,,,,0.0,
COc1cc(/C=C/C(=O)NCc2ccccn2)cc(OC)c1OC,,,,,,,,,,,,,,,,,,1.0,,0.0,,,
CCN(CC)S(=O)(=O)c1ccc(C(=O)NCC(c2ccc(OC)cc2)N2CCOCC2)cc1,,,0.0,,,,,,,,,,,,,,,,,,0.0,,
NC(=O)C1(c2ccccc2)CCCN1C(=O)c1ccc(Br)cc1,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,0.0,,,,0.0,,,,
COc1ccc(/C=C2/C(=O)OCc3cc(OC)c(OC)cc32)cc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
CCCn1c(C(O)c2ccc3c(c2)OCO3)nc2ccccc21,,,,,,,,,,,,,,,,1.0,,,,,,,
CN(C)S(=O)(=O)c1ccc(C(=O)OCC(=O)NCc2ccco2)cc1,,,,,,,,1.0,,,,,,,,,,,,,,,
N#CCC(=O)N/N=C/c1ccc(SCC(=O)Nc2ccccc2)o1,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,
CN1CCc2c(sc3c2c(NCc2ccco2)nc2nnnn23)C1,,,,,,,,,,,,,,,,,,1.0,,,1.0,,
CCCCN1C(=O)Cc2c1nc(N)c1c(N)nc(N(CCC)CCC)c(C#N)c21,,,,1.0,,0.0,,,1.0,,,,,,0.0,,,,0.0,,,0.0,
Cc1cccc(C)c1OCC(=O)Nc1cccc(NC(=O)c2ccco2)c1,,,,,,,,,,,,,1.0,,,0.0,,,1.0,,,,
COc1ccccc1Nc1nc(N2CCOCC2)nc(N2CCOCC2)n1,,,,,,,,,,,,,1.0,,,,0.0,0.0,,,,,
CC(C)N1C/C(=C/c2ccsc2)C(=O)/C(=C/c2ccsc2)C1,,,,,,,,,,,,,1.0,,,1.0,,,,,,,
Cc1cc(Cl)n2c(nc3cc(F)c(F)cc32)c1C#N,,,,1.0,1.0,0.0,0.0,1.0,,,,,,,,1.0,,,,1.0,,,
Cc1ccc(S(=O)(=O)Nc2ccc3nc(-c4cccn4C)[nH]c3c2)cc1,,1.0,,,0.0,,,0.0,,1.0,1.0,,,,,0.0,,0.0,,,,,
Nn1c(-c2ccccc2Cl)nnc1-c1ccccc1Cl,,,,,,,1.0,,,,,,,,,,,,,,,,
COc1ccc(OCc2nc3ccc(S(=O)(=O)Nc4ccccc4Cl)cc3[nH]2)cc1,,,,,,0.0,0.0,,,,1.0,,0.0,,,0.0,0.0,0.0,,,,,
C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@H]21,,,,,,,,,,,,,,,,,,,,1.0,,,
O=C(CN1CCCCCCC1)NC(=O)NC1CCCCC1,,,,,,,,,,,,,,,1.0,,1.0,,,0.0,,,
COc1ccc2ccc(OC)c(/C=N/n3cnnc3)c2c1,,,,,,,0.0,,0.0,,,0.0,0.0,,,,,,,,,,
Cc1ccc(/C=C2\SC(=S)N(C3CCS(=O)(=O)C3)C2=O)cc1,,,,,,,,,,,,,,,,1.0,0.0,,,0.0,,,
COCCCn1c(=S)[nH]c(C)c(C)c1=O,0.0,,,,0.0,0.0,,,,,1.0,,,,,0.0,,,0.0,,0.0,0.0,
CC(C)Oc1ccc2c(c1)OC(c1ccccc1)(C(F)(F)F)NC2=O,0.0,,0.0,,0.0,0.0,,,0.0,,,,,,,,0.0,,,,,,
Cc1cc(NC(=S)N(CCN2CCOCC2)Cc2ccccc2F)ccc1Cl,0.0,0.0,,,1.0,,,0.0,,,,,,,,,,,,,1.0,,
O=C(Nc1ccc(Cl)cc1)Nc1cccc(C(=O)O)c1,,,,,,1.0,1.0,,,0.0,,,,1.0,,0.0,1.0,,,,,,0.0
CC(C)NCC(O)COCc1ccc(Cl)cc1,0.0,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,
CCCCCC(=O)N1CCN(c2ccc(C(C)=O)cc2F)CC1,,,,,,,,,,,,,0.0,0.0,,,,,,,1.0,1.0,
CCOc1ccccc1N(CC(=O)Nc1cccnc1)S(C)(=O)=O,,,,,,,,,,,,,,,,,,,,,0.0,,
Cc1ccc(N(C)S(=O)(=O)c2cccc(C(=O)NCC(c3ccco3)N3CCCC3)c2)cc1,,,,,,,,,,,,,,,,,1.0,,,,,,
Cn1c(=O)[nH]c(=O)c2c1nc(SCCN1CCOCC1)n2CCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,1.0
O=C(COc1ccccc1)N(Cc1cccnc1)c1nc2c(F)cccc2s1,,,,,,,,,,,,,,,,,,,1.0,,0.0,,
NC(=S)N/N=C/c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,,,,,,,,,,,,,,,,1.0,,,,,1.0,,
N/C(=N\OC(=O)c1cccc(F)c1)c1ccccn1,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,
COc1ccccc1NC(=O)CC(c1ccc(OC(C)C)cc1)c1ccccc1OC,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,
O=C(NC(=S)N1CCN(Cc2ccc3c(c2)OCO3)CC1)c1ccc(Cl)cc1,,,,1.0,1.0,,,0.0,,1.0,,,,,,,,,,,1.0,,
CN(C)Cc1ccccc1-c1ccc2ncnc(NC3CC3)c2c1,,,0.0,,,,,,,,,,,,,,,,,,,,
CN(C)c1ccc(/C=C/C(=O)c2cccc(Br)c2)cc1,,,,,,,,,,,,,,,1.0,,,,,0.0,,,0.0
CCOc1ccc(S(=O)(=O)NCCSc2ccccc2)cc1,1.0,0.0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,
C/C(=N\NC(=O)c1ccc(NS(=O)(=O)c2cccs2)cc1)c1ccc(Cl)cc1,,,,0.0,0.0,,,,,,0.0,,,,,,,,,0.0,,,
Cc1nc2ccc(S(=O)(=O)NCC(=O)NCc3ccc4c(c3)OCO4)cc2s1,,,,,,0.0,,,,,,,,,,,,,,,,,
FC(F)(F)c1nnc(Nc2ccc(Cl)cc2)s1,,,,,,,,,,,,,1.0,,,,,,,,,,
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,,,,,,,,,,,,1.0,,,,,,,0.0,,,,
Fc1ccc(-c2cn3cc(C(F)(F)F)cc(Cl)c3n2)cc1,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,
CCCn1nc(NS(=O)(=O)c2cccc3nonc23)c2cc3ccccc3nc21,,,,,,,,,,,,,,,,,0.0,,,,,,
Cc1ccc2cc(CCNC(=O)c3cccc([N+](=O)[O-])c3)c(=O)[nH]c2c1,,,,,,,,,,,,,,,0.0,,,,,,1.0,,
CCn1nc(C(=O)Nc2nc(-c3ccccn3)cs2)c2ccccc2c1=O,,,,,,,,,,,,,1.0,0.0,,0.0,,0.0,,,,,
CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O,,,,,,,,,,,,0.0,,,,,0.0,,,,,,
Cc1ccc(C(=O)c2c(C)oc3c2C(=O)C(=O)c2ccccc2-3)cc1,,,1.0,1.0,1.0,0.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,,
CC(C)C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1[N+](=O)[O-])C(=O)O,1.0,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,,
Fc1ccc(Sc2cc(Cl)c(-c3ccccc3)nn2)cc1,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
CC1CCN(CCCCOc2ccc(Br)cc2)CC1,,,,,,,0.0,,,,1.0,,,,,,,,,,,,
O=C1NCCCC2c3c(cc(Br)c(O)c3Br)OC12N1CCOCC1,1.0,,,0.0,,,,1.0,,,,,,,,0.0,0.0,,,,,,
CCn1/c(=N/C(=O)CCS(=O)(=O)c2ccccc2)sc2cccc(OC)c21,,,,1.0,0.0,,,,,,,,,,0.0,,,,,,,,
Cc1nc2ccccc2c(=O)n1NC(=O)Cc1ccc(Br)cc1,,,0.0,,,,,,,,,,,,,,,,,,,,
Cc1ccc(/C=N/NC(=O)Cc2ccc(Cl)cc2)s1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
O=c1[nH]n(-c2ccccc2)c(=O)c(Cl)c1Cl,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,
COc1c(C)cccc1C(=O)Nc1ccc(N2CCOCC2)c(Cl)c1,,1.0,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,
NC(=O)c1c(NC(=O)c2ccccc2C(=O)O)sc2c1CCCC2,,,,,,,,,,,,,,1.0,,,,,,,,,
CCCN1C(=O)c2cc(C(=O)Nc3cccc(C(C)=O)c3)ccc2C1Nc1cccc(C(C)=O)c1,,,,,,,,,,,,,1.0,,,0.0,,,,,,,
CCOc1c(C)cc(-c2[nH+]cccc2O)cc1C,,,,,,,,,,,,,,,,,,1.0,,,,,
Cc1occc1C(=O)Nc1sc2c(c1C(N)=O)CCCCC2,,,,,,,,,1.0,,,,,1.0,,,,,,,,,
C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@H]1C[C@]1(C)[C@H](NC(=O)c1cccnc1)c1ccccc1,1.0,,,,,,,,,,,,1.0,,,,,,,0.0,,,
O=c1[nH]c(Nc2ccccc2)cc2ccccc12,,,,,0.0,,,,,,,,,,,,,1.0,,,,,
COC(=O)c1ccccc1NC(=O)c1ccc2c(c1)OCCCO2,,,,,,1.0,,0.0,,,,,,1.0,,0.0,,,,,,,
CN1C(=O)N(CC(=O)NCc2ccc(Cl)cc2Cl)C(=O)C12CCCCC2,,,,,,,0.0,,,,,,,,,,,,,,,,
CCOC(=O)c1sc(N)nc1C(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,1.0
COc1nc(NCc2ccco2)nc(N2CCC(C)CC2)n1,,,,,,,,,,,,,,0.0,,0.0,,,,,,,
CCN1C(=O)C(=O)N(CC(=O)N2CCC(C)Sc3ccccc32)C1=O,,,,,,,,,,,,,,0.0,,,,,,,,,
CN(c1ccccc1)c1ccc(/C=C(\CCC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-],1.0,,1.0,0.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0
O=C(Nc1nc2ccc(F)cc2s1)c1cccs1,,,,,,,1.0,,,,,,,,,,,,,,,,
CCOc1ccc(/C=C2/C(=O)NC(=O)N(CCc3ccc(F)cc3)C2=O)cc1,,,,,,,,,,,,,,,,,,,,,,,1.0
CCOC(=O)c1sc2nc(C3CC3)cc(-c3ccc(F)cc3)c2c1N,,,,,,,,,,,,,,,,1.0,,,,,,,
CCCc1ccc(-c2ccc(C(=O)O)cc2)nc1,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,
CC1CCN(C(=O)c2ccc3c(Cl)c4c(nc3c2)CCCC4)CC1,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,
Cc1ccn2c(Nc3ccc4c(c3)OCO4)c(-c3ccc(N(C)C)cc3)nc2c1,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,
CCOC(=O)c1sc(NC(=O)CSc2nnc(Cc3ccccc3)o2)c(C#N)c1C,1.0,0.0,1.0,0.0,0.0,,,,,,1.0,,,,,,,,,,,1.0,1.0
Cc1cc(/C=C2\SC(=S)NC2=O)c(C)[nH]1,,,1.0,0.0,,,,,,1.0,,,,1.0,,,0.0,,,,,,
CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
O=C(COC(=O)C1(c2ccccc2F)CCCC1)NCc1cccs1,,,,,,,,,,,,1.0,,,,,,,,0.0,,,
COc1ccc(-c2cc(C(F)F)n3ncc(C(=O)N4CCc5ccccc5C4)c3n2)cc1,,,,,,,,,,,0.0,,,,,,,,,,,,
C[C@@]12CCC(=O)C=C1CC[C@H]1C2C(O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)COC(=O)C1CCCC1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(F)c1)/C(=C\c1cccnc1)NC(=O)c1cccs1,,,,,,,0.0,,,,,,,,,,,,,,,,
CN(Cc1ccccc1)S(=O)(=O)c1ccc(OCC(=O)NCc2ccncc2)cc1,,,,,,,,,,,,,,,,,,,,0.0,,,
